line,station,hour,day_of_week,is_weekend,is_peak_hour,crowd_level
Harbour,Vashi,6,Tuesday,0,0,Low
Harbour,Vashi,7,Tuesday,0,0,Low
Harbour,Vashi,8,Tuesday,0,1,High
Harbour,Vashi,9,Tuesday,0,1,High
Harbour,Vashi,10,Tuesday,0,1,High
Harbour,Vashi,11,Tuesday,0,0,Medium
Harbour,Vashi,12,Tuesday,0,0,Medium
Harbour,Vashi,13,Tuesday,0,0,Medium
Harbour,Vashi,14,Tuesday,0,0,Medium
Harbour,Vashi,15,Tuesday,0,0,Medium
Harbour,Vashi,16,Tuesday,0,0,Medium
Harbour,Vashi,17,Tuesday,0,0,Medium
Harbour,Vashi,18,Tuesday,0,1,High
Harbour,Vashi,19,Tuesday,0,1,High
Harbour,Vashi,20,Tuesday,0,1,High
Harbour,Vashi,21,Tuesday,0,1,High
Harbour,Vashi,22,Tuesday,0,0,Low
Harbour,Vashi,23,Tuesday,0,0,Low
Harbour,Vashi,0,Wednesday,0,0,Low
Harbour,Vashi,1,Wednesday,0,0,Low
Harbour,Vashi,2,Wednesday,0,0,Low
Harbour,Vashi,3,Wednesday,0,0,Low
Harbour,Vashi,4,Wednesday,0,0,Low
Harbour,Vashi,5,Wednesday,0,0,Low
Harbour,Vashi,6,Wednesday,0,0,Low
Harbour,Vashi,7,Wednesday,0,0,Low
Harbour,Vashi,8,Wednesday,0,1,High
Harbour,Vashi,9,Wednesday,0,1,High
Harbour,Vashi,10,Wednesday,0,1,High
Harbour,Vashi,11,Wednesday,0,0,Medium
Harbour,Vashi,12,Wednesday,0,0,Medium
Harbour,Vashi,13,Wednesday,0,0,Medium
Harbour,Vashi,14,Wednesday,0,0,Medium
Harbour,Vashi,15,Wednesday,0,0,Medium
Harbour,Vashi,16,Wednesday,0,0,Medium
Harbour,Vashi,17,Wednesday,0,0,Medium
Harbour,Vashi,18,Wednesday,0,1,High
Harbour,Vashi,19,Wednesday,0,1,High
Harbour,Vashi,20,Wednesday,0,1,High
Harbour,Vashi,21,Wednesday,0,1,High
Harbour,Vashi,22,Wednesday,0,0,Low
Harbour,Vashi,23,Wednesday,0,0,Low
Harbour,Vashi,0,Thursday,0,0,Low
Harbour,Vashi,1,Thursday,0,0,Low
Harbour,Vashi,2,Thursday,0,0,Low
Harbour,Vashi,3,Thursday,0,0,Low
Harbour,Vashi,4,Thursday,0,0,Low
Harbour,Vashi,5,Thursday,0,0,Low
Harbour,Vashi,6,Thursday,0,0,Low
Harbour,Vashi,7,Thursday,0,0,Low
Harbour,Vashi,8,Thursday,0,1,High
Harbour,Vashi,9,Thursday,0,1,High
Harbour,Vashi,10,Thursday,0,1,High
Harbour,Vashi,11,Thursday,0,0,Medium
Harbour,Vashi,12,Thursday,0,0,Medium
Harbour,Vashi,13,Thursday,0,0,Medium
Harbour,Vashi,14,Thursday,0,0,Medium
Harbour,Vashi,15,Thursday,0,0,Medium
Harbour,Vashi,16,Thursday,0,0,Medium
Harbour,Vashi,17,Thursday,0,0,Medium
Harbour,Vashi,18,Thursday,0,1,High
Harbour,Vashi,19,Thursday,0,1,High
Harbour,Vashi,20,Thursday,0,1,High
Harbour,Vashi,21,Thursday,0,1,High
Harbour,Vashi,22,Thursday,0,0,Low
Harbour,Vashi,23,Thursday,0,0,Low
Harbour,Vashi,0,Friday,0,0,Low
Harbour,Vashi,1,Friday,0,0,Low
Harbour,Vashi,2,Friday,0,0,Low
Harbour,Vashi,3,Friday,0,0,Low
Harbour,Vashi,4,Friday,0,0,Low
Harbour,Vashi,5,Friday,0,0,Low
Harbour,Vashi,6,Friday,0,0,Low
Harbour,Vashi,7,Friday,0,0,Low
Harbour,Vashi,8,Friday,0,1,High
Harbour,Vashi,9,Friday,0,1,High
Harbour,Vashi,10,Friday,0,1,High
Harbour,Vashi,11,Friday,0,0,Medium
Harbour,Vashi,12,Friday,0,0,Medium
Harbour,Vashi,13,Friday,0,0,Medium
Harbour,Vashi,14,Friday,0,0,Medium
Harbour,Vashi,15,Friday,0,0,Medium
Harbour,Vashi,16,Friday,0,0,Medium
Harbour,Vashi,17,Friday,0,0,Medium
Harbour,Vashi,18,Friday,0,1,High
Harbour,Vashi,19,Friday,0,1,High
Harbour,Vashi,20,Friday,0,1,High
Harbour,Vashi,21,Friday,0,1,High
Harbour,Vashi,22,Friday,0,0,Low
Harbour,Vashi,23,Friday,0,0,Low
Harbour,Vashi,0,Saturday,1,0,Low
Harbour,Vashi,1,Saturday,1,0,Low
Harbour,Vashi,2,Saturday,1,0,Low
Harbour,Vashi,3,Saturday,1,0,Low
Harbour,Vashi,4,Saturday,1,0,Low
Harbour,Vashi,5,Saturday,1,0,Low
Harbour,Vashi,6,Saturday,1,0,Low
Harbour,Vashi,7,Saturday,1,0,Low
Harbour,Vashi,8,Saturday,1,1,Low
Harbour,Vashi,9,Saturday,1,1,Low
Harbour,Vashi,10,Saturday,1,1,Low
Harbour,Vashi,11,Saturday,1,0,Medium
Harbour,Vashi,12,Saturday,1,0,Medium
Harbour,Vashi,13,Saturday,1,0,Medium
Harbour,Vashi,14,Saturday,1,0,Medium
Harbour,Vashi,15,Saturday,1,0,Medium
Harbour,Vashi,16,Saturday,1,0,Medium
Harbour,Vashi,17,Saturday,1,0,Medium
Harbour,Vashi,18,Saturday,1,1,Medium
Harbour,Vashi,19,Saturday,1,1,Medium
Harbour,Vashi,20,Saturday,1,1,Medium
Harbour,Vashi,21,Saturday,1,1,Low
Harbour,Vashi,22,Saturday,1,0,Low
Harbour,Vashi,23,Saturday,1,0,Low
Harbour,Vashi,0,Sunday,1,0,Low
Harbour,Vashi,1,Sunday,1,0,Low
Harbour,Vashi,2,Sunday,1,0,Low
Harbour,Vashi,3,Sunday,1,0,Low
Harbour,Vashi,4,Sunday,1,0,Low
Harbour,Vashi,5,Sunday,1,0,Low
Harbour,Vashi,6,Sunday,1,0,Low
Harbour,Vashi,7,Sunday,1,0,Low
Harbour,Vashi,8,Sunday,1,1,Low
Harbour,Vashi,9,Sunday,1,1,Low
Harbour,Vashi,10,Sunday,1,1,Low
Harbour,Vashi,11,Sunday,1,0,Medium
Harbour,Vashi,12,Sunday,1,0,Medium
Harbour,Vashi,13,Sunday,1,0,Medium
Harbour,Vashi,14,Sunday,1,0,Medium
Harbour,Vashi,15,Sunday,1,0,Medium
Harbour,Vashi,16,Sunday,1,0,Medium
Harbour,Vashi,17,Sunday,1,0,Medium
Harbour,Vashi,18,Sunday,1,1,Medium
Harbour,Vashi,19,Sunday,1,1,Medium
Harbour,Vashi,20,Sunday,1,1,Medium
Harbour,Vashi,21,Sunday,1,1,Low
Harbour,Vashi,22,Sunday,1,0,Low
Harbour,Vashi,23,Sunday,1,0,Low
Harbour,Nerul,0,Monday,0,0,Low
Harbour,Nerul,1,Monday,0,0,Low
Harbour,Nerul,2,Monday,0,0,Low
Harbour,Nerul,3,Monday,0,0,Low
Harbour,Nerul,4,Monday,0,0,Low
Harbour,Nerul,5,Monday,0,0,Low
Harbour,Nerul,6,Monday,0,0,Low
Harbour,Nerul,7,Monday,0,0,Low
Harbour,Nerul,8,Monday,0,1,High
Harbour,Nerul,9,Monday,0,1,High
Harbour,Nerul,10,Monday,0,1,High
Harbour,Nerul,11,Monday,0,0,Medium
Harbour,Nerul,12,Monday,0,0,Medium
Harbour,Nerul,13,Monday,0,0,Medium
Harbour,Nerul,14,Monday,0,0,Medium
Harbour,Nerul,15,Monday,0,0,Medium
Harbour,Nerul,16,Monday,0,0,Medium
Harbour,Nerul,17,Monday,0,0,Medium
Harbour,Nerul,18,Monday,0,1,High
Harbour,Nerul,19,Monday,0,1,High
Harbour,Nerul,20,Monday,0,1,High
Harbour,Nerul,21,Monday,0,1,High
Harbour,Nerul,22,Monday,0,0,Low
Harbour,Nerul,23,Monday,0,0,Low
Harbour,Nerul,0,Tuesday,0,0,Low
Harbour,Nerul,1,Tuesday,0,0,Low
Harbour,Nerul,2,Tuesday,0,0,Low
Harbour,Nerul,3,Tuesday,0,0,Low
Harbour,Nerul,4,Tuesday,0,0,Low
Harbour,Nerul,5,Tuesday,0,0,Low
Harbour,Nerul,6,Tuesday,0,0,Low
Harbour,Nerul,7,Tuesday,0,0,Low
Harbour,Nerul,8,Tuesday,0,1,High
Harbour,Nerul,9,Tuesday,0,1,High
Harbour,Nerul,10,Tuesday,0,1,High
Harbour,Nerul,11,Tuesday,0,0,Medium
Harbour,Nerul,12,Tuesday,0,0,Medium
Harbour,Nerul,13,Tuesday,0,0,Medium
Harbour,Nerul,14,Tuesday,0,0,Medium
Harbour,Nerul,15,Tuesday,0,0,Medium
Harbour,Nerul,16,Tuesday,0,0,Medium
Harbour,Nerul,17,Tuesday,0,0,Medium
Harbour,Nerul,18,Tuesday,0,1,High
Harbour,Nerul,19,Tuesday,0,1,High
Harbour,Nerul,20,Tuesday,0,1,High
Harbour,Nerul,21,Tuesday,0,1,High
Harbour,Nerul,22,Tuesday,0,0,Low
Harbour,Nerul,23,Tuesday,0,0,Low
Harbour,Nerul,0,Wednesday,0,0,Low
Harbour,Nerul,1,Wednesday,0,0,Low
Harbour,Nerul,2,Wednesday,0,0,Low
Harbour,Nerul,3,Wednesday,0,0,Low
Harbour,Nerul,4,Wednesday,0,0,Low
Harbour,Nerul,5,Wednesday,0,0,Low
Harbour,Nerul,6,Wednesday,0,0,Low
Harbour,Nerul,7,Wednesday,0,0,Low
Harbour,Nerul,8,Wednesday,0,1,High
Harbour,Nerul,9,Wednesday,0,1,High
Harbour,Nerul,10,Wednesday,0,1,High
Harbour,Nerul,11,Wednesday,0,0,Medium
Harbour,Nerul,12,Wednesday,0,0,Medium
Harbour,Nerul,13,Wednesday,0,0,Medium
Harbour,Nerul,14,Wednesday,0,0,Medium
Harbour,Nerul,15,Wednesday,0,0,Medium
Harbour,Nerul,16,Wednesday,0,0,Medium
Harbour,Nerul,17,Wednesday,0,0,Medium
Harbour,Nerul,18,Wednesday,0,1,High
Harbour,Nerul,19,Wednesday,0,1,High
Harbour,Nerul,20,Wednesday,0,1,High
Harbour,Nerul,21,Wednesday,0,1,High
Harbour,Nerul,22,Wednesday,0,0,Low
Harbour,Nerul,23,Wednesday,0,0,Low
Harbour,Nerul,0,Thursday,0,0,Low
Harbour,Nerul,1,Thursday,0,0,Low
Harbour,Nerul,2,Thursday,0,0,Low
Harbour,Nerul,3,Thursday,0,0,Low
Harbour,Nerul,4,Thursday,0,0,Low
Harbour,Nerul,5,Thursday,0,0,Low
Harbour,Nerul,6,Thursday,0,0,Low
Harbour,Nerul,7,Thursday,0,0,Low
Harbour,Nerul,8,Thursday,0,1,High
Harbour,Nerul,9,Thursday,0,1,High
Harbour,Nerul,10,Thursday,0,1,High
Harbour,Nerul,11,Thursday,0,0,Medium
Harbour,Nerul,12,Thursday,0,0,Medium
Harbour,Nerul,13,Thursday,0,0,Medium
Harbour,Nerul,14,Thursday,0,0,Medium
Harbour,Nerul,15,Thursday,0,0,Medium
Harbour,Nerul,16,Thursday,0,0,Medium
Harbour,Nerul,17,Thursday,0,0,Medium
Harbour,Nerul,18,Thursday,0,1,High
Harbour,Nerul,19,Thursday,0,1,High
Harbour,Nerul,20,Thursday,0,1,High
Harbour,Nerul,21,Thursday,0,1,High
Harbour,Nerul,22,Thursday,0,0,Low
Harbour,Nerul,23,Thursday,0,0,Low
Harbour,Nerul,0,Friday,0,0,Low
Harbour,Nerul,1,Friday,0,0,Low
Harbour,Nerul,2,Friday,0,0,Low
Harbour,Nerul,3,Friday,0,0,Low
Harbour,Nerul,4,Friday,0,0,Low
Harbour,Nerul,5,Friday,0,0,Low
Harbour,Nerul,6,Friday,0,0,Low
Harbour,Nerul,7,Friday,0,0,Low
Harbour,Nerul,8,Friday,0,1,High
Harbour,Nerul,9,Friday,0,1,High
Harbour,Nerul,10,Friday,0,1,High
Harbour,Nerul,11,Friday,0,0,Medium
Harbour,Nerul,12,Friday,0,0,Medium
Harbour,Nerul,13,Friday,0,0,Medium
Harbour,Nerul,14,Friday,0,0,Medium
Harbour,Nerul,15,Friday,0,0,Medium
Harbour,Nerul,16,Friday,0,0,Medium
Harbour,Nerul,17,Friday,0,0,Medium
Harbour,Nerul,18,Friday,0,1,High
Harbour,Nerul,19,Friday,0,1,High
Harbour,Nerul,20,Friday,0,1,High
Harbour,Nerul,21,Friday,0,1,High
Harbour,Nerul,22,Friday,0,0,Low
Harbour,Nerul,23,Friday,0,0,Low
Harbour,Nerul,0,Saturday,1,0,Low
Harbour,Nerul,1,Saturday,1,0,Low
Harbour,Nerul,2,Saturday,1,0,Low
Harbour,Nerul,3,Saturday,1,0,Low
Harbour,Nerul,4,Saturday,1,0,Low
Harbour,Nerul,5,Saturday,1,0,Low
Harbour,Nerul,6,Saturday,1,0,Low
Harbour,Nerul,7,Saturday,1,0,Low
Harbour,Nerul,8,Saturday,1,1,Low
Harbour,Nerul,9,Saturday,1,1,Low
Harbour,Nerul,10,Saturday,1,1,Low
Harbour,Nerul,11,Saturday,1,0,Medium
Harbour,Nerul,12,Saturday,1,0,Medium
Harbour,Nerul,13,Saturday,1,0,Medium
Harbour,Nerul,14,Saturday,1,0,Medium
Harbour,Nerul,15,Saturday,1,0,Medium
Harbour,Nerul,16,Saturday,1,0,Medium
Harbour,Nerul,17,Saturday,1,0,Medium
Harbour,Nerul,18,Saturday,1,1,Medium
Harbour,Nerul,19,Saturday,1,1,Medium
Harbour,Nerul,20,Saturday,1,1,Medium
Harbour,Nerul,21,Saturday,1,1,Low
Harbour,Nerul,22,Saturday,1,0,Low
Harbour,Nerul,23,Saturday,1,0,Low
Harbour,Nerul,0,Sunday,1,0,Low
Harbour,Nerul,1,Sunday,1,0,Low
Harbour,Nerul,2,Sunday,1,0,Low
Harbour,Nerul,3,Sunday,1,0,Low
Harbour,Nerul,4,Sunday,1,0,Low
Harbour,Nerul,5,Sunday,1,0,Low
Harbour,Nerul,6,Sunday,1,0,Low
Harbour,Nerul,7,Sunday,1,0,Low
Harbour,Nerul,8,Sunday,1,1,Low
Harbour,Nerul,9,Sunday,1,1,Low
Harbour,Nerul,10,Sunday,1,1,Low
Harbour,Nerul,11,Sunday,1,0,Medium
Harbour,Nerul,12,Sunday,1,0,Medium
Harbour,Nerul,13,Sunday,1,0,Medium
Harbour,Nerul,14,Sunday,1,0,Medium
Harbour,Nerul,15,Sunday,1,0,Medium
Harbour,Nerul,16,Sunday,1,0,Medium
Harbour,Nerul,17,Sunday,1,0,Medium
Harbour,Nerul,18,Sunday,1,1,Medium
Harbour,Nerul,19,Sunday,1,1,Medium
Harbour,Nerul,20,Sunday,1,1,Medium
Harbour,Nerul,21,Sunday,1,1,Low
Harbour,Nerul,22,Sunday,1,0,Low
Harbour,Nerul,23,Sunday,1,0,Low
Harbour,Panvel,0,Monday,0,0,Low
Harbour,Panvel,1,Monday,0,0,Low
Harbour,Panvel,2,Monday,0,0,Low
Harbour,Panvel,3,Monday,0,0,Low
Harbour,Panvel,4,Monday,0,0,Low
Harbour,Panvel,5,Monday,0,0,Low
Harbour,Panvel,6,Monday,0,0,Low
Harbour,Panvel,7,Monday,0,0,Low
Harbour,Panvel,8,Monday,0,1,High
Harbour,Panvel,9,Monday,0,1,High
Harbour,Panvel,10,Monday,0,1,High
Harbour,Panvel,11,Monday,0,0,Medium
Harbour,Panvel,12,Monday,0,0,Medium
Harbour,Panvel,13,Monday,0,0,Medium
Harbour,Panvel,14,Monday,0,0,Medium
Harbour,Panvel,15,Monday,0,0,Medium
Harbour,Panvel,16,Monday,0,0,Medium
Harbour,Panvel,17,Monday,0,0,Medium
Harbour,Panvel,18,Monday,0,1,High
Harbour,Panvel,19,Monday,0,1,High
Harbour,Panvel,20,Monday,0,1,High
Harbour,Panvel,21,Monday,0,1,High
Harbour,Panvel,22,Monday,0,0,Low
Harbour,Panvel,23,Monday,0,0,Low
Harbour,Panvel,0,Tuesday,0,0,Low
Harbour,Panvel,1,Tuesday,0,0,Low
Harbour,Panvel,2,Tuesday,0,0,Low
Harbour,Panvel,3,Tuesday,0,0,Low
Harbour,Panvel,4,Tuesday,0,0,Low
Harbour,Panvel,5,Tuesday,0,0,Low
Harbour,Panvel,6,Tuesday,0,0,Low
Harbour,Panvel,7,Tuesday,0,0,Low
Harbour,Panvel,8,Tuesday,0,1,High
Harbour,Panvel,9,Tuesday,0,1,High
Harbour,Panvel,10,Tuesday,0,1,High
Harbour,Panvel,11,Tuesday,0,0,Medium
Harbour,Panvel,12,Tuesday,0,0,Medium
Harbour,Panvel,13,Tuesday,0,0,Medium
Harbour,Panvel,14,Tuesday,0,0,Medium
Harbour,Panvel,15,Tuesday,0,0,Medium
Harbour,Panvel,16,Tuesday,0,0,Medium
Harbour,Panvel,17,Tuesday,0,0,Medium
Harbour,Panvel,18,Tuesday,0,1,High
Harbour,Panvel,19,Tuesday,0,1,High
Harbour,Panvel,20,Tuesday,0,1,High
Harbour,Panvel,21,Tuesday,0,1,High
Harbour,Panvel,22,Tuesday,0,0,Low
Harbour,Panvel,23,Tuesday,0,0,Low
Harbour,Panvel,0,Wednesday,0,0,Low
Harbour,Panvel,1,Wednesday,0,0,Low
Harbour,Panvel,2,Wednesday,0,0,Low
Harbour,Panvel,3,Wednesday,0,0,Low
Harbour,Panvel,4,Wednesday,0,0,Low
Harbour,Panvel,5,Wednesday,0,0,Low
Harbour,Panvel,6,Wednesday,0,0,Low
Harbour,Panvel,7,Wednesday,0,0,Low
Harbour,Panvel,8,Wednesday,0,1,High
Harbour,Panvel,9,Wednesday,0,1,High
Harbour,Panvel,10,Wednesday,0,1,High
Harbour,Panvel,11,Wednesday,0,0,Medium
Harbour,Panvel,12,Wednesday,0,0,Medium
Harbour,Panvel,13,Wednesday,0,0,Medium
Harbour,Panvel,14,Wednesday,0,0,Medium
Harbour,Panvel,15,Wednesday,0,0,Medium
Harbour,Panvel,16,Wednesday,0,0,Medium
Harbour,Panvel,17,Wednesday,0,0,Medium
Harbour,Panvel,18,Wednesday,0,1,High
Harbour,Panvel,19,Wednesday,0,1,High
Harbour,Panvel,20,Wednesday,0,1,High
Harbour,Panvel,21,Wednesday,0,1,High
Harbour,Panvel,22,Wednesday,0,0,Low
Harbour,Panvel,23,Wednesday,0,0,Low
Harbour,Panvel,0,Thursday,0,0,Low
Harbour,Panvel,1,Thursday,0,0,Low
Harbour,Panvel,2,Thursday,0,0,Low
Harbour,Panvel,3,Thursday,0,0,Low
Harbour,Panvel,4,Thursday,0,0,Low
Harbour,Panvel,5,Thursday,0,0,Low
Harbour,Panvel,6,Thursday,0,0,Low
Harbour,Panvel,7,Thursday,0,0,Low
Harbour,Panvel,8,Thursday,0,1,High
Harbour,Panvel,9,Thursday,0,1,High
Harbour,Panvel,10,Thursday,0,1,High
Harbour,Panvel,11,Thursday,0,0,Medium
Harbour,Panvel,12,Thursday,0,0,Medium
Harbour,Panvel,13,Thursday,0,0,Medium
Harbour,Panvel,14,Thursday,0,0,Medium
Harbour,Panvel,15,Thursday,0,0,Medium
Harbour,Panvel,16,Thursday,0,0,Medium
Harbour,Panvel,17,Thursday,0,0,Medium
Harbour,Panvel,18,Thursday,0,1,High
Harbour,Panvel,19,Thursday,0,1,High
Harbour,Panvel,20,Thursday,0,1,High
Harbour,Panvel,21,Thursday,0,1,High
Harbour,Panvel,22,Thursday,0,0,Low
Harbour,Panvel,23,Thursday,0,0,Low
Harbour,Panvel,0,Friday,0,0,Low
Harbour,Panvel,1,Friday,0,0,Low
Harbour,Panvel,2,Friday,0,0,Low
Harbour,Panvel,3,Friday,0,0,Low
Harbour,Panvel,4,Friday,0,0,Low
Harbour,Panvel,5,Friday,0,0,Low
Harbour,Panvel,6,Friday,0,0,Low
Harbour,Panvel,7,Friday,0,0,Low
Harbour,Panvel,8,Friday,0,1,High
Harbour,Panvel,9,Friday,0,1,High
Harbour,Panvel,10,Friday,0,1,High
Harbour,Panvel,11,Friday,0,0,Medium
Harbour,Panvel,12,Friday,0,0,Medium
Harbour,Panvel,13,Friday,0,0,Medium
Harbour,Panvel,14,Friday,0,0,Medium
Harbour,Panvel,15,Friday,0,0,Medium
Harbour,Panvel,16,Friday,0,0,Medium
Harbour,Panvel,17,Friday,0,0,Medium
Harbour,Panvel,18,Friday,0,1,High
Harbour,Panvel,19,Friday,0,1,High
Harbour,Panvel,20,Friday,0,1,High
Harbour,Panvel,21,Friday,0,1,High
Harbour,Panvel,22,Friday,0,0,Low
Harbour,Panvel,23,Friday,0,0,Low
Harbour,Panvel,0,Saturday,1,0,Low
Harbour,Panvel,1,Saturday,1,0,Low
Harbour,Panvel,2,Saturday,1,0,Low
Harbour,Panvel,3,Saturday,1,0,Low
Harbour,Panvel,4,Saturday,1,0,Low
Harbour,Panvel,5,Saturday,1,0,Low
Harbour,Panvel,6,Saturday,1,0,Low
Harbour,Panvel,7,Saturday,1,0,Low
Harbour,Panvel,8,Saturday,1,1,Low
Harbour,Panvel,9,Saturday,1,1,Low
Harbour,Panvel,10,Saturday,1,1,Low
Harbour,Panvel,11,Saturday,1,0,Medium
Harbour,Panvel,12,Saturday,1,0,Medium
Harbour,Panvel,13,Saturday,1,0,Medium
Harbour,Panvel,14,Saturday,1,0,Medium
Harbour,Panvel,15,Saturday,1,0,Medium
Harbour,Panvel,16,Saturday,1,0,Medium
Harbour,Panvel,17,Saturday,1,0,Medium
Harbour,Panvel,18,Saturday,1,1,Medium
Harbour,Panvel,19,Saturday,1,1,Medium
Harbour,Panvel,20,Saturday,1,1,Medium
Harbour,Panvel,21,Saturday,1,1,Low
Harbour,Panvel,22,Saturday,1,0,Low
Harbour,Panvel,23,Saturday,1,0,Low
Harbour,Panvel,0,Sunday,1,0,Low
Harbour,Panvel,1,Sunday,1,0,Low
Harbour,Panvel,2,Sunday,1,0,Low
Harbour,Panvel,3,Sunday,1,0,Low
Harbour,Panvel,4,Sunday,1,0,Low
Harbour,Panvel,5,Sunday,1,0,Low
Harbour,Panvel,6,Sunday,1,0,Low
Harbour,Panvel,7,Sunday,1,0,Low
Harbour,Panvel,8,Sunday,1,1,Low
Harbour,Panvel,9,Sunday,1,1,Low
Harbour,Panvel,10,Sunday,1,1,Low
Harbour,Panvel,11,Sunday,1,0,Medium
Harbour,Panvel,12,Sunday,1,0,Medium
Harbour,Panvel,13,Sunday,1,0,Medium
Harbour,Panvel,14,Sunday,1,0,Medium
Harbour,Panvel,15,Sunday,1,0,Medium
Harbour,Panvel,16,Sunday,1,0,Medium
Harbour,Panvel,17,Sunday,1,0,Medium
Harbour,Panvel,18,Sunday,1,1,Medium
Harbour,Panvel,19,Sunday,1,1,Medium
Harbour,Panvel,20,Sunday,1,1,Medium
Harbour,Panvel,21,Sunday,1,1,Low
Harbour,Panvel,22,Sunday,1,0,Low
Harbour,Panvel,23,Sunday,1,0,Low
